"activity" "subject" "value" "t_f" "action" "measure" "coordinate"
"SITTING" "5" -0.954237489772727 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "6" -0.947070821272727 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "7" -0.969423612916667 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "8" -0.980221104565217 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "9" -0.9580073906 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "10" -0.980962856111111 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "11" -0.967454617735849 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "12" -0.964236191372549 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "13" -0.983914101836735 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "14" -0.968951769814815 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "15" -0.978159013220339 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "16" -0.981752167391304 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "17" -0.9883274196875 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "18" -0.983642391578947 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "19" -0.979141571643836 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "20" -0.971158287575758 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "21" -0.979180438588235 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "22" -0.963129472580645 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "23" -0.978136218235294 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "24" -0.979228238382353 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "25" -0.982957002923077 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "26" -0.985862886410256 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "27" -0.985238583714286 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "28" -0.963054247083333 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "29" -0.983883193 "f" "BodyAccJerk" "mean()" "Y"
"SITTING" "30" -0.980405717258064 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "1" -0.985418704528302 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "2" -0.970851337962963 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "3" -0.943497973606557 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "4" -0.937624242142857 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "5" -0.93137020875 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "6" -0.951405464912281 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "7" -0.967165093018868 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "8" -0.976177675 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "9" -0.962624298888889 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "10" -0.942187760454545 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "11" -0.979287024255319 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "12" -0.95329178 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "13" -0.977752775438597 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "14" -0.967249904833333 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "15" -0.967884709433962 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "16" -0.982425403974359 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "17" -0.986278342435897 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "18" -0.975243689589041 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "19" -0.970011345890411 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "20" -0.935717554109589 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "21" -0.964503015505618 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "22" -0.952141454126984 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "23" -0.975176561617647 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "24" -0.967720592463768 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "25" -0.972554452972973 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "26" -0.976267058648649 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "27" -0.97586868 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "28" -0.93516897835443 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "29" -0.983194980615385 "f" "BodyAccJerk" "mean()" "Y"
"STANDING" "30" -0.957434887457627 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "1" -0.9224626098 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "2" -0.982768250416667 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "3" -0.968752113709677 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "4" -0.943969987222222 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "5" -0.965328566153846 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "6" -0.936043420175439 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "7" -0.972531648846154 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "8" -0.975877437407407 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "9" -0.9640828062 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "10" -0.968039173793103 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "11" -0.973882496666667 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "12" -0.963223332 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "13" -0.980375137419355 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "14" -0.969342124313725 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "15" -0.970833221666667 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "16" -0.984752927142857 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "17" -0.977212387746479 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "18" -0.985865325230769 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "19" -0.974878270963855 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "20" -0.9772207075 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "21" -0.972039417111111 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "22" -0.954833264305556 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "23" -0.988230264166667 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "24" -0.982140613888889 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "25" -0.946802003561644 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "26" -0.987115080789474 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "27" -0.985257277297297 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "28" -0.978094827375 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "29" -0.989398823913043 "f" "BodyAccJerk" "mean()" "Y"
"LAYING" "30" -0.971696279857143 "f" "BodyAccJerk" "mean()" "Y"
"WALKING" "1" -0.468999224631579 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "2" -0.554956709661017 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "3" -0.514137255344828 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "4" -0.728991595666667 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "5" -0.590496615535714 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "6" -0.541438616140351 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "7" -0.106490372892632 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "8" -0.361563262083333 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "9" -0.399541245192308 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "10" -0.464020508867925 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "11" -0.69259387220339 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "12" -0.4913861728 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "13" -0.342263716894737 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "14" -0.415899179152542 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "15" -0.648905254074074 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "16" -0.422332394117647 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "17" -0.523427055737705 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "18" -0.601147246785714 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "19" -0.129367902596154 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "20" -0.34599447627451 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "21" -0.405700157884615 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "22" -0.281973435652174 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "23" -0.0572021324745763 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "24" -0.469920224310345 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "25" -0.659286392837838 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "26" -0.398673189830508 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "27" -0.382617091578947 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "28" -0.498754491111111 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "29" -0.394877826981132 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "30" -0.467030710153846 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "1" -0.685474353962264 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "2" -0.522728063333333 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "3" -0.677314534067797 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "4" -0.690106934230769 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "5" -0.606717464680851 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "6" -0.549314615882353 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "7" -0.581764526862745 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "8" -0.386655803658537 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "9" -0.615125710612245 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "10" -0.553230667234043 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "11" -0.765387905555556 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "12" -0.687929868653846 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "13" -0.631496434363636 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "14" -0.264008468333333 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "15" -0.714554172708333 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "16" -0.565220840588235 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "17" -0.633017707916667 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "18" -0.736149274137931 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "19" -0.3806571232 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "20" -0.492755895098039 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "21" -0.519815170851064 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "22" -0.414448875714286 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "23" -0.346605238039216 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "24" -0.48339098779661 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "25" -0.793266971230769 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "26" -0.639741264909091 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "27" -0.608544241568627 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "28" -0.587813565294118 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "29" -0.646198587755102 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_UPSTAIRS" "30" -0.737803881230769 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "1" -0.288334735714286 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "2" -0.271498721106383 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "3" -0.529059450612245 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "4" -0.583917371333333 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "5" -0.491979946170213 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "6" -0.283086205125 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "7" -0.296494902765957 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "8" 0.0586096890447368 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "9" -0.293677789595238 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "10" -0.240679035428947 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "11" -0.530225529130435 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "12" -0.451614324565217 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "13" -0.276138039897872 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "14" -0.0248789805888889 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "15" -0.345376541261905 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "16" -0.241974080021277 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "17" -0.498668458043478 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "18" -0.622135895090909 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "19" 0.0595905768717949 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "20" -0.356220245355556 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "21" -0.196838264546667 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "22" -0.419534253611111 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "23" 0.157775692377778 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "24" -0.250000183381818 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "25" -0.686843959310345 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "26" -0.3601146078 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "27" -0.343626396295455 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "28" -0.365287434717391 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "29" -0.411173451875 "f" "BodyAccJerk" "mean()" "Z"
"WALKING_DOWNSTAIRS" "30" -0.399688694032258 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "1" -0.986053092340425 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "2" -0.985129050217391 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "3" -0.970845669423077 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "4" -0.9751549056 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "5" -0.969501330681818 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "6" -0.954199785636364 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "7" -0.968503504791667 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "8" -0.982995311086956 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "9" -0.9575269752 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "10" -0.986056767777778 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "11" -0.981124861320755 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "12" -0.975551564117647 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "13" -0.985261204693878 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "14" -0.97275196962963 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "15" -0.984908418474576 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "16" -0.981178036811594 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "17" -0.9888280653125 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "18" -0.988689671578947 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "19" -0.98398048 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "20" -0.973211461363636 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "21" -0.983434322941176 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "22" -0.975330718709677 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "23" -0.972656226029412 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "24" -0.981971300147059 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "25" -0.986326396461538 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "26" -0.987989982948718 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "27" -0.987087721142857 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "28" -0.972939551944444 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "29" -0.988470241 "f" "BodyAccJerk" "mean()" "Z"
"SITTING" "30" -0.985978315322581 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "1" -0.990752166037736 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "2" -0.979775152037037 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "3" -0.969174903442623 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "4" -0.968648411607143 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "5" -0.958438726607143 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "6" -0.963743518070175 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "7" -0.968229643018868 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "8" -0.979477193333333 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "9" -0.967129200444444 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "10" -0.972241512272727 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "11" -0.988460788085106 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "12" -0.971122527868852 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "13" -0.98460855877193 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "14" -0.966718434333333 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "15" -0.982632302830189 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "16" -0.986091891538462 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "17" -0.989563633076923 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "18" -0.986265653561644 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "19" -0.983463295479452 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "20" -0.952741107945206 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "21" -0.974780645393258 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "22" -0.977567430952381 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "23" -0.969610229705882 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "24" -0.974170468405797 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "25" -0.984832251216216 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "26" -0.984563921216216 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "27" -0.9851113755 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "28" -0.964751238734177 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "29" -0.988541579384615 "f" "BodyAccJerk" "mean()" "Z"
"STANDING" "30" -0.962892627966102 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "1" -0.9480609042 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "2" -0.986197134583333 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "3" -0.979122344354839 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "4" -0.975383329444444 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "5" -0.983250309423077 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "6" -0.954425844736842 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "7" -0.969524977692308 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "8" -0.962111136666667 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "9" -0.955909215 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "10" -0.972592212931034 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "11" -0.979564844210526 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "12" -0.967149695166667 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "13" -0.980994601935484 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "14" -0.968593195686275 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "15" -0.97477568375 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "16" -0.985544945285714 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "17" -0.98038005915493 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "18" -0.989116865846154 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "19" -0.986506488795181 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "20" -0.982876212058823 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "21" -0.981630805333333 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "22" -0.970918941666667 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "23" -0.982415511805556 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "24" -0.981549689583333 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "25" -0.962632674520548 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "26" -0.987308252236842 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "27" -0.988033129054054 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "28" -0.970251565375 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "29" -0.992018447826087 "f" "BodyAccJerk" "mean()" "Z"
"LAYING" "30" -0.975632420428571 "f" "BodyAccJerk" "mean()" "Z"
"WALKING" "1" -0.133586606326316 "f" "BodyAccJerk" "std()" "X"
"WALKING" "2" -0.31431306340678 "f" "BodyAccJerk" "std()" "X"
"WALKING" "3" -0.296596633103448 "f" "BodyAccJerk" "std()" "X"
"WALKING" "4" -0.29732607245 "f" "BodyAccJerk" "std()" "X"
"WALKING" "5" -0.3213903195 "f" "BodyAccJerk" "std()" "X"
"WALKING" "6" -0.19269469414386 "f" "BodyAccJerk" "std()" "X"
"WALKING" "7" -0.365314790947368 "f" "BodyAccJerk" "std()" "X"
"WALKING" "8" -0.271448185291667 "f" "BodyAccJerk" "std()" "X"
"WALKING" "9" -0.170228340134423 "f" "BodyAccJerk" "std()" "X"
"WALKING" "10" -0.0791518267107547 "f" "BodyAccJerk" "std()" "X"
"WALKING" "11" -0.45394304 "f" "BodyAccJerk" "std()" "X"
"WALKING" "12" -0.03105929456 "f" "BodyAccJerk" "std()" "X"
"WALKING" "13" -0.219716159766667 "f" "BodyAccJerk" "std()" "X"
"WALKING" "14" -0.484797709830508 "f" "BodyAccJerk" "std()" "X"
"WALKING" "15" -0.411500068148148 "f" "BodyAccJerk" "std()" "X"
"WALKING" "16" -0.402884115098039 "f" "BodyAccJerk" "std()" "X"
"WALKING" "17" -0.343866129016393 "f" "BodyAccJerk" "std()" "X"
"WALKING" "18" -0.375992795357143 "f" "BodyAccJerk" "std()" "X"
"WALKING" "19" 0.0908366492173077 "f" "BodyAccJerk" "std()" "X"
"WALKING" "20" -0.122237205541176 "f" "BodyAccJerk" "std()" "X"
"WALKING" "21" -0.107412802661538 "f" "BodyAccJerk" "std()" "X"
"WALKING" "22" 0.0180047785304348 "f" "BodyAccJerk" "std()" "X"
"WALKING" "23" -0.235172990305085 "f" "BodyAccJerk" "std()" "X"
"WALKING" "24" -0.507640734482759 "f" "BodyAccJerk" "std()" "X"
"WALKING" "25" -0.624145724594595 "f" "BodyAccJerk" "std()" "X"
"WALKING" "26" -0.351065957627119 "f" "BodyAccJerk" "std()" "X"
"WALKING" "27" -0.346610413333333 "f" "BodyAccJerk" "std()" "X"
"WALKING" "28" -0.367116416481481 "f" "BodyAccJerk" "std()" "X"
"WALKING" "29" -0.307336669773585 "f" "BodyAccJerk" "std()" "X"
"WALKING" "30" -0.415135398 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "1" -0.461907025849057 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "2" -0.365415441458333 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "3" -0.486446509661017 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "4" -0.396762584807692 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "5" -0.22532784293617 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "6" -0.186815074235294 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "7" -0.426974025686275 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "8" -0.24733661795122 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "9" -0.327421989591837 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "10" -0.247598320858298 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "11" -0.458255021296296 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "12" -0.39060122 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "13" -0.514337759454545 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "14" -0.41096787037037 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "15" -0.207231605488542 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "16" -0.538073090196078 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "17" -0.287219038291667 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "18" -0.575331252413793 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "19" -0.2172651781 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "20" -0.187090779486275 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "21" -0.462972848723404 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "22" -0.0677978520178571 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "23" -0.424877553333333 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "24" -0.527104719152542 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "25" -0.690213625846154 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "26" -0.342075432 "f" "BodyAccJerk" "std()" "X"
"WALKING_UPSTAIRS" "27" -0.47892337254902 "f" "BodyAccJerk" "std()" "X"
